suite,case_id,backend,status,result,expected,elapsed_sec,error_type,error_message,tags,source
synthetic,entitycount-10-operatorcount-1-constraintcount-2-0e826c127e923b9f,essence,unsolved,,0,0.112420,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,synthetic;family=entitycount-10-operatorcount-1-constraintcount-2;entitycount=10;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-2-548d090cc7d3ca13,wfomc,solved,0,0,0.274847,,,synthetic;family=entitycount-10-operatorcount-1-constraintcount-2;entitycount=10;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-2-548d090cc7d3ca13,propositionalwfomc,error,,0,0.377491,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-1-constraintcount-2;entitycount=10;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-2-548d090cc7d3ca13,coso,error,,0,0.186229,AttributeError,'Zero' object has no attribute 'count',synthetic;family=entitycount-10-operatorcount-1-constraintcount-2;entitycount=10;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-2-548d090cc7d3ca13,asp,solved,0,0,0.133371,,,synthetic;family=entitycount-10-operatorcount-1-constraintcount-2;entitycount=10;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-2-548d090cc7d3ca13,essence,unsolved,,0,3.601785,RuntimeError,Conjure did not produce model000001.solutions,synthetic;family=entitycount-10-operatorcount-1-constraintcount-2;entitycount=10;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-2-72cc68ec10a74a9d,wfomc,solved,120,120,4.614490,,,synthetic;family=entitycount-10-operatorcount-1-constraintcount-2;entitycount=10;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-2-72cc68ec10a74a9d,propositionalwfomc,error,,120,4.060693,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-1-constraintcount-2;entitycount=10;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-2-72cc68ec10a74a9d,coso,solved,120,120,0.220512,,,synthetic;family=entitycount-10-operatorcount-1-constraintcount-2;entitycount=10;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-2-72cc68ec10a74a9d,asp,unsolved,,120,0.181392,BaselineUnsupportedError,ASP baseline translator does not support partition.,synthetic;family=entitycount-10-operatorcount-1-constraintcount-2;entitycount=10;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-2-72cc68ec10a74a9d,essence,unsolved,1,120,0.743626,WrongAnswer,"expected 120, got 1",synthetic;family=entitycount-10-operatorcount-1-constraintcount-2;entitycount=10;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-3-cbc3f81af23a8a58,wfomc,solved,287280,287280,1.179084,,,synthetic;family=entitycount-10-operatorcount-1-constraintcount-3;entitycount=10;operatorcount=1;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-3-cbc3f81af23a8a58,propositionalwfomc,error,,287280,8.035790,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-1-constraintcount-3;entitycount=10;operatorcount=1;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-3-cbc3f81af23a8a58,coso,solved,287280,287280,1.595489,,,synthetic;family=entitycount-10-operatorcount-1-constraintcount-3;entitycount=10;operatorcount=1;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-3-cbc3f81af23a8a58,asp,unsolved,,287280,100.105751,TimeoutError,Timed out after 100.000s,synthetic;family=entitycount-10-operatorcount-1-constraintcount-3;entitycount=10;operatorcount=1;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-3-cbc3f81af23a8a58,essence,unsolved,,287280,100.068597,TimeoutError,Timed out after 100.000s,synthetic;family=entitycount-10-operatorcount-1-constraintcount-3;entitycount=10;operatorcount=1;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-3-d04ee9577fe15b87,wfomc,solved,2656080,2656080,1.265551,,,synthetic;family=entitycount-10-operatorcount-1-constraintcount-3;entitycount=10;operatorcount=1;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-3-d04ee9577fe15b87,propositionalwfomc,error,,2656080,10.195308,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-1-constraintcount-3;entitycount=10;operatorcount=1;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-3-d04ee9577fe15b87,coso,solved,2656080,2656080,2.695237,,,synthetic;family=entitycount-10-operatorcount-1-constraintcount-3;entitycount=10;operatorcount=1;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-3-d04ee9577fe15b87,asp,unsolved,,2656080,100.100632,TimeoutError,Timed out after 100.000s,synthetic;family=entitycount-10-operatorcount-1-constraintcount-3;entitycount=10;operatorcount=1;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-1-constraintcount-3-d04ee9577fe15b87,essence,unsolved,,2656080,100.105028,TimeoutError,Timed out after 100.000s,synthetic;family=entitycount-10-operatorcount-1-constraintcount-3;entitycount=10;operatorcount=1;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-0-6def0a7f56d2b092,wfomc,solved,98420000,98420000,23.913142,,,synthetic;family=entitycount-10-operatorcount-2-constraintcount-0;entitycount=10;operatorcount=2;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-0-6def0a7f56d2b092,propositionalwfomc,error,,98420000,30.408545,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-2-constraintcount-0;entitycount=10;operatorcount=2;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-0-6def0a7f56d2b092,coso,wrong,9842,98420000,0.598261,WrongAnswer,"expected 98420000, got 9842",synthetic;family=entitycount-10-operatorcount-2-constraintcount-0;entitycount=10;operatorcount=2;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-0-6def0a7f56d2b092,asp,unsolved,,98420000,0.128077,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (choose_replace_sequence_0, partition_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-0;entitycount=10;operatorcount=2;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-0-6def0a7f56d2b092,essence,unsolved,,98420000,0.124471,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (choose_replace_sequence_0, partition_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-0;entitycount=10;operatorcount=2;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-186ea0802266995e,wfomc,solved,1448500838400000,1448500838400000,10.806986,,,synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-186ea0802266995e,propositionalwfomc,error,,1448500838400000,13.620047,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-186ea0802266995e,coso,error,,1448500838400000,0.173837,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (circle_0, choose_tuple_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-186ea0802266995e,asp,unsolved,,1448500838400000,0.138237,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (circle_0, choose_tuple_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-186ea0802266995e,essence,unsolved,,1448500838400000,0.134109,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (circle_0, choose_tuple_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-c82180be14e8bc6b,wfomc,solved,0,0,0.356608,,,synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-c82180be14e8bc6b,propositionalwfomc,error,,0,1.992066,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-c82180be14e8bc6b,coso,error,,0,0.155923,CoSoEncodingError,CoSo backend supports subset constraints only between target and a constant set.,synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-c82180be14e8bc6b,asp,unsolved,,0,0.128560,CoSoEncodingError,CoSo backend supports subset constraints only between target and a constant set.,synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-c82180be14e8bc6b,essence,unsolved,,0,0.137773,CoSoEncodingError,CoSo backend supports subset constraints only between target and a constant set.,synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-e5e01e85a55f43ae,wfomc,solved,0,0,20.045724,,,synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-e5e01e85a55f43ae,propositionalwfomc,error,,0,9.837463,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-e5e01e85a55f43ae,coso,error,,0,0.258947,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, sequence_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-e5e01e85a55f43ae,asp,unsolved,,0,0.238989,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, sequence_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-1-e5e01e85a55f43ae,essence,unsolved,,0,0.238014,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, sequence_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-1;entitycount=10;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-2-31681e42853edb27,wfomc,solved,0,0,0.970279,,,synthetic;family=entitycount-10-operatorcount-2-constraintcount-2;entitycount=10;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-2-31681e42853edb27,propositionalwfomc,error,,0,13.913510,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-2-constraintcount-2;entitycount=10;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-2-31681e42853edb27,coso,solved,0,0,6.724224,,,synthetic;family=entitycount-10-operatorcount-2-constraintcount-2;entitycount=10;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-2-31681e42853edb27,asp,unsolved,,0,0.209188,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, choose_tuple_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-2;entitycount=10;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-2-31681e42853edb27,essence,unsolved,,0,0.210509,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, choose_tuple_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-2;entitycount=10;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-2-fd03ab679f3d7732,wfomc,solved,3810240,3810240,4.753644,,,synthetic;family=entitycount-10-operatorcount-2-constraintcount-2;entitycount=10;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-2-fd03ab679f3d7732,propositionalwfomc,error,,3810240,3.906453,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-2-constraintcount-2;entitycount=10;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-2-fd03ab679f3d7732,coso,error,,3810240,0.165503,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (circle_0, choose_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-2;entitycount=10;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-2-fd03ab679f3d7732,asp,unsolved,,3810240,0.137488,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (circle_0, choose_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-2;entitycount=10;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-2-fd03ab679f3d7732,essence,unsolved,,3810240,0.139066,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (circle_0, choose_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-2;entitycount=10;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-3c103cd215f398b2,wfomc,solved,0,0,14.376990,,,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-3c103cd215f398b2,propositionalwfomc,error,,0,53.966439,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-3c103cd215f398b2,coso,error,,0,0.167279,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-3c103cd215f398b2,asp,unsolved,,0,0.141934,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-3c103cd215f398b2,essence,unsolved,,0,0.151881,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-4309512fbfae2de7,wfomc,timeout,,0,100.103484,TimeoutError,Timed out after 100.000s,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-4309512fbfae2de7,propositionalwfomc,error,,0,50.451321,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-4309512fbfae2de7,coso,error,,0,0.168528,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-4309512fbfae2de7,asp,unsolved,,0,0.158912,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-4309512fbfae2de7,essence,unsolved,,0,0.174487,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-7ddc28da1d240467,wfomc,solved,6464355940,6464355940,1.300345,,,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-7ddc28da1d240467,propositionalwfomc,error,,6464355940,4.088090,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-7ddc28da1d240467,coso,error,,6464355940,0.268797,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, compose_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-7ddc28da1d240467,asp,unsolved,,6464355940,0.235493,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, compose_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-7ddc28da1d240467,essence,unsolved,,6464355940,0.258166,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, compose_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-ac2bc99b7cd482df,wfomc,solved,0,0,4.465668,,,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-ac2bc99b7cd482df,propositionalwfomc,error,,0,40.737208,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
